"star","title","author","date","info_2","info_3","product","date_scraped","verfied","days_to_review","star_rating"
"5.0 out of 5 stars","... large (don't need reading glasses) The programming options are great including ""the deadband"" factor such that the pellet st","Rob06","12-13-2016","Pattern: 5-2 Day|Verified Purchase","I purchased 2- one for pellet stove and one for heat pumpI stagger their operation ---- use pellet stove when outside temperatures are below 38FDisplay is large (don't need reading glasses)The programming options are great including ""the deadband"" factor such that the pellet stove or heat pump don't keep turning on and off when the house temperature drops just one degree below set point-- should make the heating units last longer( much less cycling on/off)","Lux_TX500U","2018-01-31","yes",3,5
"4.0 out of 5 stars","Works as intended at a reasonable price.","Amazon Customer","1-5-2018","Pattern: 7-Day|Verified Purchase","Pros:* Works as intended at a reasonable price.* Saves energy because I would very often forget to turn the dial down on my old one when I left for work.* Independent Morning, day, evening, and night time slotsCons:* The printed manual omits several useful features.  Download a better one from LUX's website.  In particular there is a copy feature which would have saved me time setting it up.","Lux_TX500U","2018-01-31","yes",7,4
"3.0 out of 5 stars","Replacement for really old gas heating unit","JL","3-19-2017","Pattern: 5-2 Day|Verified Purchase","Works as advertised. For some reason I'm unable to set the time. Following instructions and the thermostat does not respond as it's supposed to for changing time. Tried their customer support line, but they have very restricted hours of operation. Regardless, unit works itself other than that.","Lux_TX500U","2018-01-31","yes",3,3
"5.0 out of 5 stars","Simple, user friendly. Couldn't ask for more.","Farid B.","11-15-2016","Pattern: 5-1-1 Day|Verified Purchase","This is by far the best thermostat I have purchased. It is incredibly simple and all that you could ask for. I also love how there is only a ""2 period"" programming, unlike most thermostats that make it hard for you to program by using ""4 periods"" of scheduling temp. changes in one day. Who needs that?","Lux_TX500U","2018-01-31","yes",5,5
"5.0 out of 5 stars","Great buy for the price and functionality.","Vince_A","8-9-2017","Pattern: 5-1-1 Day|Verified Purchase","This worked out very well. Installation was a breeze, about 20 minutes for given a few issues with the installer. Set-up and programming wasn't much of a issue either. The thermostat is working out perfectly, it runs as programmed and is very accurate.","Lux_TX500U","2018-01-31","yes",5,5
"4.0 out of 5 stars","not bad. The item was shipped as stated in posting ...","Earl Smolen","12-20-2015","Pattern: 7-Day|Verified Purchase","Saved a few bucks here by ordering from amazon warehouse deals; just over $37; not bad. The item was shipped as stated in posting that there may be no packaging (like a sealed clamshell with insert and manual). So just a bubble wrapped thermostat is is what I received. Believe that these are tested before they ship. It was easy to install (replaced a round honeywell) and seems to function very good. The Lux website provided me with a programming manual so that was not a problem. I'm giving it a four star because the hinge on cover plate needs to be redesigned (alignment problem), makes it tricky to close unless you have the hinge in the right position. Plus the face plate itself is difficult to remove if you have to change the battery and that's coming from somebody that is mechanically inclined. Lux should fix that problem. This thing may require some special handling but not bad for the money...","Lux_TX500U","2018-01-31","yes",7,4
"4.0 out of 5 stars","Installed quickly, generally easy to program, maintains even temp","Bruce H","3-1-2016","Pattern: 5-2 Day|Verified Purchase","This thermostat installed quickly and was generally easy to program. The anticipation feature seems to work well as the room is much closer to the daytime set point in the morning now than with the prior thermostat that did not have that feature. I am testing to see if the thermostat is smart enough to start pre-heating the room earlier after colder nights than on warmer nights (if not, then it's just like setting the temperature to switch from night to day earlier, something you could do by yourself).Minor nit is that the illuminated display is pretty dim.","Lux_TX500U","2018-01-31","yes",3,4
"5.0 out of 5 stars","This is the thermostat for pellet stoves.","Jeff","6-25-2014","Pattern: 5-1-1 Day|Verified Purchase","After reading up on some forums about adding a thermostat to my pellet stove it seemed the Lux TX1500a was the one to get.That one seemed to be discontinued so I took a chance and went for this.Install was easy, though the included instructions are sort of a cheat sheet version of the manual, but got the job done.  If you need more in depth instructions you can download the whole manual at LUXs website which made it easy.So pellet stoves need to run a cycle, they shouldn't be kicking on and off all the time or you'll put wear on your ingniter and other parts.  I called LUX about this and got a very helpful answer and was quickly told what to set it to make it work better for my application.  I read some complaints about LUXs customer service namely the call back thing.  Well I missed the call back and called back the number given, pressed 7 (per their instructions) and got a tech guy right away.All in all a nice modern looking and simple to operate thermostat.  I'd buy another.","Lux_TX500U","2018-01-31","yes",5,5
"5.0 out of 5 stars","Works well on my wood pellet stove.","Alan","12-7-2016","Pattern: 5-1-1 Day|Verified Purchase","Excellent product. Works really well to control my Quadrafire Bay 1200 wood pellrt stove. Highly recommend.***** PS- excellent product backup as well. After approx 1.5 years, the electronics controlling battery life went on the blink. I contacted Lux assistance line and they replaced at no charge - received replacement in 2 days! When was the last time you received customer service like that?","Lux_TX500U","2018-01-31","yes",5,5
"4.0 out of 5 stars","Simple, value priced thermostat","Russ Wyborski","12-5-2017","Pattern: 5-2 Day|Verified Purchase","The installation instructions could have been clearer. Took me awhile to figure out the correct wiring. The fact that my old thermostat didn't have any wiring indications on it didn't help. Programming was very easy. I'm fine with the Weekday/Weekend program settings. Much cheaper than the $140 thermostat that the local heating guys wanted to put in (plus labor).","Lux_TX500U","2018-01-31","yes",3,4
"3.0 out of 5 stars","Good thermostat, not so good customer support","BobK","1-12-2018","Pattern: 7-Day|Verified Purchase","i just bought a Lux TX9100U thermostat to replace a failing one. I submitted a ticket to Lux customer support to ask about my problem and did not receive a reply. Just saying... My customer support experience does not seem to match that of others.I like the thermostat. It has all the features I need, easy to install, easy to program. After 2 years one unit decided to run through new batteries and declare them low. Others seem to have this problem.","Lux_TX500U","2018-01-31","yes",7,3
"3.0 out of 5 stars","Nice now, hoping this LUX will last longer.","E. Santandrea","4-3-2016","Pattern: 5-2 Day|Verified Purchase","Its OK.  I replace a previous LUX unit with this one because I could no longer update the settings because the buttons were non responsive (really had to press HARD).  I hope this lasts longer than the previous model.  I hate replacing stuff every 7 years or so.  Old thermo's lasted decades...","Lux_TX500U","2018-01-31","yes",3,3
